Sigla,Descrição da Sigla,Componente,Descrição do Componente,Domínio Funcional
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-integracao-ltr,"Sistema de orquestração para integração de mensagens LTR (Liquidação de Transferências de Recursos) do SPB (Sistema de Pagamentos Brasileiro). O sistema atua como intermediário entre o SPAG (Sistema de Pagamentos) e o SPB, processando mensagens LTR dos tipos 0002, 0004 e 0008, realizando consultas, envios e atualizações de status dessas mensagens.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-integracao-tributo-pix,"Sistema orquestrador de integração para processamento de pagamentos de tributos via PIX. O sistema consome mensagens de um tópico PubSub do Google Cloud Platform contendo notificações de pagamentos PIX realizados para tributos, processa essas notificações e atualiza o status no sistema ATOM. Em caso de erro no processamento, envia notificações por e-mail. Utiliza Apache Camel para orquestração de rotas e integra-se com APIs PIX do Banco Votorantim (BV) e Banco Votorantim S.A. (BVSA) para obtençã",04.09 - Tributos
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-liquida-agendamento,"O sistema **sboot-spag-base-orch-liquida-agendamento** é um orquestrador responsável por processar a liquidação de agendamentos de pagamentos. Ele consome mensagens de filas PubSub do Google Cloud contendo solicitações de execução de agendamentos e notificações de status de pagamento, realiza a conversão e enriquecimento dos dados, envia requisições para o serviço de transferências e publica o status final dos agendamentos em tópicos Kafka para o sistema SGAT (Sistema de Gestão de Agendamento de",02.01 - Agendamento e Recorrência
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-liquidar-pagamento,"O **sboot-spag-base-orch-liquidar-pagamento** é um microserviço orquestrador responsável pela liquidação de pagamentos no ecossistema SPAG (Sistema de Pagamentos). Atua como intermediário entre múltiplos sistemas (CCBD, ITP, Parcerias, Conta Corrente), coordenando o fluxo completo de liquidação, estorno, bloqueio/desbloqueio de saldo e notificações. Utiliza mensageria assíncrona (RabbitMQ, IBM MQ, Google PubSub) para integração com esteiras de pagamento e sistemas externos, além de Apache Camel ",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-manter-rebate,"O sistema **sboot-spag-base-orch-manter-rebate** é um serviço de orquestração desenvolvido em Java com Spring Boot, responsável pela parametrização de produtos de rebate. Trata-se de um microserviço stateless que atua como camada de orquestração, recebendo requisições REST para parametrização de produtos e delegando o processamento para um serviço atômico externo através de integração HTTP. O sistema utiliza Apache Camel para roteamento de mensagens e segue uma arquitetura em camadas (presentati",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-movimento-pagamento,"O **sboot-spag-base-orch-movimento-pagamento** é um serviço orquestrador desenvolvido em Spring Boot que consolida dados de movimentação de pagamentos do sistema PGFT para o sistema SPAG. O componente atua como intermediário, consultando pagamentos no PGFT por data e inserindo essas informações no SPAG, realizando a consolidação diária de movimentos de pagamento entre os dois sistemas.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-notificar-parceiro,"Sistema orquestrador responsável por notificar parceiros (fintechs) sobre o status de pagamentos processados no sistema SPAG (Sistema de Pagamentos) do Banco Votorantim. O sistema consome mensagens de filas RabbitMQ contendo informações de lançamentos de pagamento, notifica os parceiros através de callbacks HTTP, e registra os envios, retornos e erros em um sistema atômico de notificações. Suporta diferentes tipos de liquidação (TED, DOC, Boletos, Tributos, Concessionárias) e implementa mecanism",04.05 - Notificações e Relatórios
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-notification-service,"O **sboot-spag-base-orch-notification-service** é um serviço de orquestração de notificações de pagamentos e recebimentos para parceiros externos e canais internos. O sistema processa eventos de transações financeiras (TEF, TED, Boletos, Tributos, Débitos Veiculares) e distribui notificações através de múltiplos canais: APIs REST (parceiros), RabbitMQ (legado PGFT), Google Cloud Pub/Sub e Apache Kafka. Utiliza Apache Camel para roteamento de mensagens, implementa lógica de retry distribuído, val",04.05 - Notificações e Relatórios
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-pagamento-boleto-srv,"Sistema orquestrador de pagamentos de boletos bancários desenvolvido em Spring Boot com Apache Camel. Responsável por gerenciar o fluxo completo de pagamento, desde a validação inicial até a liquidação final, incluindo integração com CIP (Câmara Interbancária de Pagamentos), débito em conta corrente, notificações e callbacks para parceiros externos. Suporta processamento síncrono e assíncrono através de feature toggles, com contingências e tratamento robusto de exceções.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-pagamento-boleto,"O **sboot-spag-base-orch-pagamento-boleto** é um serviço de orquestração para processamento de pagamentos de boletos no contexto do sistema SPAG (Sistema de Pagamentos) do Banco Votorantim. O sistema atua como um orquestrador que coordena múltiplas etapas do fluxo de pagamento de boletos, incluindo validações, débito/crédito em conta, notificações a sistemas legados (SITP, PGFT, SPAG) e tratamento de ocorrências. Utiliza Apache Camel para orquestração de rotas e implementa mecanismos de estorno ",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-pagamento-cnab,"O **sboot-spag-base-orch-pagamento-cnab** é um orquestrador de pagamentos via arquivo CNAB (Centro Nacional de Automação Bancária) que gerencia o ciclo completo de processamento de remessas bancárias. O sistema recebe arquivos CNAB, valida layouts, traduz registros para pagamentos individuais (boletos, transferências TED/DOC/PIX), envia para execução via microserviços especializados, gerencia agendamentos e processa retornos de confirmação. Utiliza processamento assíncrono via RabbitMQ e GCP Pub",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-pagamento-debitos-veiculares,"Sistema orquestrador de pagamento de débitos veiculares (IPVA, licenciamento, multas) que gerencia o fluxo completo de liquidação através de integração com múltiplas APIs e processamento assíncrono via RabbitMQ. O sistema valida credenciais, efetiva débitos/créditos em contas correntes, integra com o arrecadador Celcoin para processamento de pagamentos, e notifica parceiros sobre o resultado das transações. Utiliza Apache Camel para orquestração de rotas e segue arquitetura hexagonal (ports and ",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-pagamento-rebate,"O sistema **sboot-spag-base-orch-pagamento-rebate** é um orquestrador responsável pelos fluxos de cálculo, relatório e pagamento de rebate (cashback/bonificação) para clientes do Banco Votorantim. Trata-se de uma aplicação Spring Boot que utiliza Apache Camel para roteamento e processamento de mensagens, integrando-se com diversos serviços atômicos e filas IBM MQ. O sistema realiza apurações mensais de transações, calcula valores de rebate conforme parametrizações e faixas cadastradas, efetiva p",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-pagamento-tributo-srv,"O **sboot-spag-base-orch-pagamento-tributo-srv** é um sistema orquestrador de pagamentos de tributos e concessionárias desenvolvido em Spring Boot com Apache Camel. O sistema atua como intermediário entre parceiros externos e os sistemas internos do banco, gerenciando todo o fluxo de validação, efetivação, liquidação e callback de pagamentos de tributos via código de barras/linha digitável. O sistema suporta duas versões de API (v1 e v2) e implementa uma estratégia de migração progressiva entre ",04.09 - Tributos
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-pagamento-tributo,"Sistema orquestrador de pagamentos de tributos desenvolvido em Spring Boot. O sistema é responsável por processar solicitações e liberações de pagamentos de tributos, integrando-se com diversos sistemas legados e serviços externos. Utiliza filas IBM MQ para receber solicitações e Apache Camel para orquestração dos fluxos de processamento. O sistema implementa validações, movimentações de conta, preparação de pagamentos, efetivação e confirmação, além de notificações para sistemas integrados (SPA",04.09 - Tributos
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-pld-service,"Sistema de orquestração e integração de dados PLD (Prevenção à Lavagem de Dinheiro) que atua como middleware entre sistemas parceiros e as APIs Atom (PLD e OPF). Recebe eventos de transações e cadastros via REST, transforma os dados conforme regras de negócio complexas, enriquece informações consultando APIs externas e publica em filas GCP PubSub. Utiliza Apache Camel para roteamento de mensagens e implementa feature toggles para controle de fluxo. O sistema é stateless, não mantém banco de dado",02.02 - Validações de Pagamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-portabilidade,"O sistema **sboot-spag-base-orch-portabilidade** é um serviço orquestrador de portabilidade de salário desenvolvido em Java com Spring Boot. Seu objetivo principal é gerenciar todo o fluxo de solicitação, consulta, cancelamento e acompanhamento de portabilidade salarial entre instituições bancárias. O sistema atua como uma camada de orquestração, integrando-se com diversos serviços atômicos e externos para validar dados cadastrais, consultar instituições bancárias, calcular dias úteis, e process",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-processar-retorno-baixa-boleto,"O sistema **sboot-spag-base-orch-processar-retorno-baixa-boleto** é um serviço de orquestração desenvolvido em Spring Boot que processa retornos de baixa de boletos DDA (Débito Direto Autorizado). O sistema atua como intermediário entre diferentes bases de dados (PGFT e SPAG), processando mensagens DDA recebidas via Google Cloud Pub/Sub, atualizando registros de lançamentos, gerenciando devoluções e integrando com filas IBM MQ para processamento de pagamentos. Utiliza Apache Camel para orquestra",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-protocolo,"O **sboot-spag-base-orch-protocolo** é um orquestrador de consulta de protocolos de pagamento desenvolvido em Java com Spring Boot e Apache Camel. O sistema integra múltiplas fontes de dados de protocolos (ITP e SPAG), realizando consultas sequenciais com fallback. Primeiro, valida a autorização do solicitante via CNPJ/CPF, depois busca o protocolo no sistema ITP e, caso não encontre, realiza uma busca no sistema SPAG. O componente atua como uma camada de orquestração que unifica o acesso a dife",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-receber-mensagem-spb,"Sistema orquestrador responsável por receber e processar mensagens do SPB (Sistema de Pagamentos Brasileiro) provenientes das câmaras de liquidação PAG (Pagamentos) e STR (Sistema de Transferência de Reservas). O sistema consome mensagens de um tópico Kafka, realiza o mapeamento e transformação dos dados conforme o tipo de mensagem (PAG0107R2, PAG0108R2, STR0004R2, STR0005R2, etc.), consulta informações cadastrais de bancos, e publica os eventos processados em tópicos do Google Pub/Sub para cons",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-recepcao-boleto,"Sistema orquestrador responsável pela recepção de boletos de pagamento. Atua como intermediário entre clientes externos (fintechs/parceiros) e os serviços internos de pagamento de boletos do SPAG (Sistema de Pagamentos). O sistema realiza validações de rollout (verificação de participação), encaminha solicitações de pagamento e retorna protocolos de confirmação.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-registra-boleto,"O sistema **sboot-spag-base-orch-registra-boleto** é um serviço de orquestração para registro de pagamentos de boletos no ecossistema SPAG (Sistema de Pagamentos) do Banco Votorantim. Trata-se de uma aplicação Spring Boot que atua como orquestrador, integrando múltiplos sistemas (SITP, PGFT, SPAG) para processar registros de boletos com diferentes tipos de liquidação (Normal e STR_26). O sistema consome comandos via Google Cloud Pub/Sub, processa validações de negócio, registra pagamentos em sis",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-remover-cache-boleto,"Sistema orquestrador responsável por remover cache de boletos no contexto de baixa de boletos. O sistema consome mensagens de filas do Google Cloud Pub/Sub (solicitações de baixa e contingência), busca informações do boleto em sistemas externos (SPAG e PGFT), valida o código de barras e solicita a remoção do cache através de um serviço de consulta de boletos.",02.04 - Instrumentos de Pagamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-sensibiliza-conta,Sistema orquestrador responsável por sensibilizar contas em operações de pagamento de boletos para parceiros Fintech. O sistema realiza três operações principais: - Atualização de valores de pagamento de boleto de parceiros Fintech (processo assíncrono) - Estorno de valores de pagamento de boleto de parceiros Fintech em caso de exceção (processo assíncrono) - Estorno de valores já debitados de clientes Cash em caso de exceção (processo síncrono) O sistema utiliza arquitetura orientada a eventos ,02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-solicitacao-bjud,O sistema **sboot-spag-base-orch-solicitacao-bjud** é um serviço de orquestração desenvolvido em Spring Boot que processa solicitações de bloqueio judicial (BJUD). Sua principal função é buscar registros de solicitações de bloqueio de contas que ainda não possuem endereço cadastrado e enviá-los para processamento através de filas RabbitMQ. O sistema atua como um orquestrador que integra o serviço de bloqueio de contas (atom-bloqueio-conta) com o processamento assíncrono de endereços via mensager,02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-suporte-negocio,"O **sboot-spag-base-orch-suporte-negocio** é um orquestrador de validações e enriquecimento de transações financeiras do Sistema de Pagamentos (SPAG). O sistema processa e valida diferentes tipos de operações bancárias (TED, TEF, DOC, PIX, Boletos, Tributos, Saque Digital) antes de sua efetivação, aplicando regras de negócio complexas, validações de limites, análise de fraude, verificação de dias úteis e integração com múltiplos sistemas externos. Utiliza Apache Camel para orquestração de rotas ",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-transaction-occurrency,"O sistema **sboot-spag-base-orch-transaction-occurrency** é um componente de orquestração stateless desenvolvido em Spring Boot, responsável por gerenciar transações com controle de concorrência. Faz parte do módulo SPAG-BASE e é implantado na plataforma OpenShift, utilizando infraestrutura Google Cloud Platform.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-transferencia-doc,"O sistema **sboot-spag-base-orch-transferencia-doc** é um serviço de orquestração de transferências DOC (Documento de Ordem de Crédito) do Banco Votorantim. Trata-se de um microserviço stateless desenvolvido em Spring Boot que coordena o fluxo completo de processamento de pagamentos DOC, desde a validação inicial até as notificações aos sistemas legados (SITP, PGFT e SPAG). O sistema utiliza Apache Camel para orquestração de rotas e integra-se com múltiplos serviços backend via REST, além de con",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-transferencia-ted,"Sistema orquestrador de transferências TED (Transferência Eletrônica Disponível) do Banco Votorantim. O sistema é responsável por processar pagamentos via TED, coordenando a validação, débito/crédito em conta, integração com SPB (Sistema de Pagamentos Brasileiro), tratamento de ocorrências e notificações aos sistemas legados (SITP, PGFT e SPAG). Implementa fluxo completo com estorno automático em caso de falhas.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-transferencia-tef,"O **sboot-spag-base-orch-transferencia-tef** é um serviço de orquestração de transferências TEF (Transferência Eletrônica de Fundos) do Banco Votorantim. O sistema processa pagamentos recebidos via fila IBM MQ, orquestrando chamadas a diversos serviços (átomos) para validação, débito/crédito de contas, notificações a sistemas legados (SITP, PGFT, SPAG) e tratamento de ocorrências. Utiliza Apache Camel para orquestração de fluxos, com suporte a circuit breaker e estorno automático em caso de falh",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-transferencias,"Sistema orquestrador de transferências bancárias (TED, TEF, DOC, STN, PIX) integrado ao Sistema de Pagamentos Brasileiro (SPB). Processa solicitações de transferências, gerencia bloqueios/débitos em conta corrente, integra com múltiplos sistemas legados (ITP, CCBD, PGFT, SPB Core/Liberty), realiza validações de negócio, callbacks assíncronos para parceiros, devoluções automáticas e reprocessamento de transações. Arquitetura baseada em Apache Camel para orquestração de rotas, consumo de filas (Ra",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-validacao-boleto,"O **sboot-spag-base-orch-validacao-boleto** é um serviço stateless desenvolvido em Spring Boot que atua como orquestrador para validação de boletos de pagamento. O sistema recebe solicitações de validação de boletos através de filas do Google Cloud Pub/Sub, realiza a validação consultando serviços externos (CIP - Câmara Interbancária de Pagamentos), e retorna o resultado do processamento através de outra fila. O componente implementa um fluxo de orquestração utilizando Apache Camel para coordena",02.02 - Validações de Pagamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-validacao-fraudes,"O sistema **sboot-spag-base-orch-validacao-fraudes** é um orquestrador de validação de fraudes para transações financeiras, desenvolvido em Java com Spring Boot e Apache Camel. Ele recebe solicitações de análise transacional (transferências e boletos), aplica regras de negócio baseadas em Feature Toggles, e encaminha as requisições para o serviço externo de eventos financeiros (antifraude). O sistema atua como intermediário, normalizando dados, roteando requisições conforme o tipo de transação e",02.02 - Validações de Pagamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-validacao-pagamento,"Sistema orquestrador de validação de pagamentos via boleto, desenvolvido em Spring Boot. O sistema consome mensagens de uma fila PubSub (Google Cloud), realiza validações de negócio consultando serviços externos (dias úteis, dados bancários, contas de clientes), executa a validação do pagamento e publica o resultado em outra fila. Utiliza Apache Camel para orquestração dos fluxos de integração.",02.02 - Validações de Pagamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-write-off-request-cancel,"O sistema **sboot-spag-base-orch-write-off-request-cancel** é um serviço orquestrador responsável por gerenciar o cancelamento de solicitações de baixa de boletos no contexto do sistema de pagamentos (SPAG) do Banco Votorantim. O componente atua como intermediário entre diversos sistemas, realizando validações de segurança, horário de grade da câmara, consulta de informações de boletos, validação de ISPBs e envio de mensagens para o sistema DDA (Débito Direto Autorizado) via filas IBM MQ. O flux",04.06 - DDA (Débito Direto Autorizado)
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-orch-zeragem-cp,"O sistema **sboot-spag-base-orch-zeragem-cp** é um microserviço orquestrador responsável por realizar o processo de zeragem diária de contas de Carteira de Pagamento (CP). O sistema consulta parametrizações ativas, valida se já houve execução de zeragem para a data informada, verifica saldos de contas correntes e realiza operações de resgate ou aplicação para zerar o saldo das contas CP conforme regras parametrizadas. Utiliza Apache Camel para orquestração de fluxos e integra-se com outros servi",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sbootlib-spag-base-commons,"O **sbootlib-spag-base-commons** é uma biblioteca base (lib) desenvolvida em Spring Boot para o módulo SPAG (Sistema de Pagamentos). Trata-se de um componente compartilhado que provavelmente fornece funcionalidades comuns, utilitários e classes base para outros componentes do ecossistema SPAG. Como biblioteca, não possui endpoints próprios, mas oferece recursos reutilizáveis para aplicações que a consomem.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sbootlib-spag-base-correspondencia-ted,"O **sbootlib-spag-base-correspondencia-ted** é uma biblioteca Java desenvolvida para validação dinâmica de objetos DTO (Data Transfer Objects) através de chaves configuráveis. O sistema permite definir regras de correspondência em formato de string que são parseadas e comparadas com os campos anotados dos DTOs, retornando os valores correspondentes quando há match completo. É uma solução genérica e reutilizável para mapeamento condicional de valores baseado em múltiplos critérios.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-boleto-calculado,"O sistema **springboot-spag-base-boleto-calculado** é um serviço REST (BFF - Backend For Frontend) desenvolvido em Spring Boot que realiza cálculos de valores de boletos bancários. Ele consulta informações de boletos na CIP (Câmara Interbancária de Pagamentos), calcula juros, multas e descontos aplicáveis conforme regras de negócio específicas, e retorna os valores calculados para o pagamento. O sistema também considera dias úteis e feriados para os cálculos, integrando-se com serviços externos ",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-consulta-boleto,"O sistema **springboot-spag-base-consulta-boleto** é um serviço REST desenvolvido em Spring Boot para consulta de boletos de pagamento junto à CIP (Câmara Interbancária de Pagamentos). O sistema atua como intermediário entre aplicações clientes e o SPB (Sistema de Pagamentos Brasileiro), enviando mensagens via filas IBM MQ e processando as respostas em formato XML, convertendo-as para JSON. Implementa funcionalidades de cache com Redis para otimizar consultas recorrentes e possui mecanismos de f",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-consulta-conta-fintech,"Sistema de consulta de dados de contas e protocolos de transações para Fintechs integradas ao SPAG (Sistema de Pagamentos). O sistema oferece APIs REST para consultar informações de contas de usuários, múltiplas contas, saldo e protocolos de transações (pagamentos, transferências, etc.), validando permissões e integrando com banco de dados SQL Server.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-enviar-detalhes,"O sistema **springboot-spag-base-enviar-detalhes** é um serviço REST desenvolvido em Spring Boot que gerencia notificações confidenciais para Fintechs parceiras. Sua principal função é permitir que Fintechs consultem detalhes de mensagens de notificação previamente enviadas através de um protocolo e hash de validação, além de possibilitar o reenvio de notificações. O sistema implementa controles de segurança para validar que apenas o CNPJ correto possa acessar suas respectivas notificações, regi",02.02 - Validações de Pagamento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-enviar-notificacao,"O sistema **springboot-spag-base-enviar-notificacao** é uma aplicação Spring Boot responsável por enviar notificações para parceiros Fintech. O sistema consome mensagens de filas JMS (IBM MQ), processa as notificações e as envia para endpoints externos via API Gateway. Possui mecanismos de retry, tratamento de erros, notificações passivas e suporte a clientes do tipo Wallet. A aplicação também integra com Feature Toggle (ConfigCat) para controle de funcionalidades.",04.05 - Notificações e Relatórios
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-gestao-bff,"O **springboot-spag-base-gestao-bff** é um Backend For Frontend (BFF) desenvolvido em Spring Boot que atua como camada de integração e orquestração para o Sistema de Pagamentos (SPAG). O sistema centraliza a comunicação entre frontends e diversos microserviços backend, gerenciando operações de pagamentos (TED, Boleto, PIX), DICT (Diretório de Identificadores de Contas Transacionais), gestão de fraudes, contestações, escrow, rebates, contingência, saque de agentes e relatórios regulatórios. Imple",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-gestao-controle-atacado-bff,"Com base nos arquivos fornecidos (apenas o arquivo `jenkins.properties`), não foi possível identificar a descrição completa do sistema. O componente identificado é **springboot-spag-base-gestao-controle-atacado-bff**, que aparenta ser um BFF (Backend For Frontend) relacionado à gestão e controle de operações de atacado dentro do módulo SPAG-BASE. **Observação:** Para uma análise completa, seriam necessários os arquivos de código-fonte Java, configurações (application.properties/yml), controllers",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-gestao-controle-atacado,"Com base nos arquivos fornecidos (apenas arquivo de configuração Jenkins), **não é possível determinar a descrição geral do sistema**. O arquivo `jenkins.properties` indica apenas metadados de build e deployment, sugerindo que se trata de um componente Spring Boot relacionado a ""gestão e controle de atacado"" dentro do módulo ""spag-base"", mas sem código-fonte disponível, não há como descrever o objetivo e funcionamento real do sistema. **Status:** Informação insuficiente para análise completa.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-gestao,"O **springboot-spag-base-gestao** é um sistema backend REST API desenvolvido em Spring Boot para gestão e controle de operações do SPAG (Sistema de Pagamentos). O sistema gerencia o ciclo completo de pagamentos, incluindo cadastro de fintechs/wallets, processamento de lançamentos manuais e automáticos, contingência de boletos, reconciliação de arquivos RCO (Registro Controle Operacional), dashboards de transações financeiras, zeragem de contas pagamento, gestão de tributos e múltiplas integraçõe",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-manter-regras,"O **springboot-spag-base-manter-regras** é um projeto template/base para criação de serviços REST seguindo o padrão BFF (Backend For Frontend). Trata-se de um projeto Spring Boot que fornece uma estrutura inicial com configurações básicas, incluindo segurança via LDAP/Form Auth, documentação Swagger, suporte a múltiplos ambientes (local, des, qa, uat, prd) e infraestrutura como código para deploy em containers Docker/Kubernetes. O projeto possui apenas um endpoint de exemplo (Hello World) e serv",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-monitoramento-contas,"O sistema **springboot-spag-base-monitoramento-contas** é uma aplicação Spring Boot desenvolvida para gerenciar operações de bloqueio e desbloqueio judicial de contas em instituições financeiras (Fintechs). O sistema atua como intermediário entre o sistema BJUD (Bacen Jud) e as Fintechs parceiras, processando solicitações de bloqueio, desbloqueio (intraday, por valor e judicial) e transferências judiciais de valores bloqueados. Opera através de filas JMS para receber solicitações e enviar respos",05.01 - Dados e Monitoramento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-notificacao-fintech,"O sistema **springboot-spag-base-notificacao-fintech** é uma API REST desenvolvida em Spring Boot para gerenciar notificações relacionadas a operações de Fintech. Seu objetivo principal é receber requisições de notificação contendo informações sobre movimentações financeiras ou extratos, validar e persistir essas informações em banco de dados SQL Server. O sistema atua como um serviço de backend que registra eventos de notificação para posterior consulta e auditoria.",04.05 - Notificações e Relatórios
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-solicita-consulta-cip,"O sistema **springboot-spag-base-solicita-consulta-cip** é um microsserviço REST desenvolvido em Spring Boot que realiza a solicitação de consulta de boletos de pagamento na CIP (Câmara Interbancária de Pagamentos). O componente verifica se a consulta na CIP deve ser realizada com base em parâmetros configuráveis (contingência, valor do pagamento, configuração do cliente) e, quando aplicável, executa a consulta integrando-se com outro serviço REST (consulta-boleto). O resultado da consulta é inc",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,springboot-spag-base-valida-retorno-cip,"O sistema **springboot-spag-base-valida-retorno-cip** é um componente de validação de retorno de consultas à CIP (Câmara Interbancária de Pagamentos) para pagamentos de boletos. Ele atua como um serviço intermediário que: - Verifica se é necessário consultar a CIP com base em parâmetros configuráveis - Realiza consultas à CIP para obter informações atualizadas de boletos - Valida situação do boleto, beneficiário, valores e datas - Implementa lógica de contingência quando a CIP está indisponível ",02.02 - Validações de Pagamento
SPAG-FINT,Sistema de Pagamentos - Fintech,springboot-spag-fint-enviar-detalhes,"Com base nas informações limitadas disponíveis (apenas arquivo de configuração Jenkins), este componente aparenta ser um microsserviço Spring Boot responsável por enviar detalhes relacionados ao módulo SPAG-FINT (possivelmente Sistema de Pagamentos - Financeiro). O sistema está configurado para deploy em ambiente OpenShift Container Platform (OCP) na plataforma Google Cloud.",02.03 - Transação e Processamento
SPAG-FINT,Sistema de Pagamentos - Fintech,springboot-spag-fint-enviar-notificacao-detalhes,"Com base nas informações limitadas disponíveis, o sistema **springboot-spag-fint-enviar-notificacao-detalhes** aparenta ser um componente de microsserviço desenvolvido em Spring Boot, responsável por enviar notificações com detalhes no contexto do módulo SPAG-FINT (possivelmente Sistema de Pagamentos - Financeiro). O componente está configurado para execução em ambiente OpenShift Container Platform (OCP) na plataforma Google Cloud. **Observação:** A análise está limitada devido à disponibilidade",04.05 - Notificações e Relatórios
SPAG-FINT,Sistema de Pagamentos - Fintech,springboot-spag-fint-enviar-notificacao,"Com base nos arquivos fornecidos, trata-se de um componente Spring Boot denominado **springboot-spag-fint-enviar-notificacao**, que aparentemente faz parte de um sistema de pagamentos (SPAG) e integração financeira (FINT), com a responsabilidade de enviar notificações. O componente está configurado para execução em ambiente OpenShift Container Platform (OCP) na plataforma Google Cloud. **Observação:** A análise está limitada devido à disponibilização apenas do arquivo de configuração Jenkins. Pa",04.05 - Notificações e Relatórios
SPAG-PIXX,Sistema de Pagamentos - PIX,ang-spag-pixx-gestao,"Sistema de gestão operacional PIX desenvolvido em Angular para administração de transações instantâneas, participantes, chaves DICT, antifraude, conciliação, relatórios regulatórios e mecanismos especiais (MED, FRV, PIX Automático). Atende regulamentação BACEN e integra-se ao SPI (Sistema de Pagamentos Instantâneos).",02.03 - Transação e Processamento
